[18/04/10 00:00:09,552] [INFO] OnlinePlayerLog.execute --> 当前的时间戳-------：1523289609552 ----- timeDian:0
[18/04/10 04:20:00,524] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:25:00 CST 2018 scheduleEnum:世界boss的 boss 开启后，多长时间 开启技能 schedule:com.gameserver.worldboss.schedule.ScheduleBossSkillstart@6291b188
[18/04/10 04:20:22,185] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:20:22
[18/04/10 04:20:22,186] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:20:22
[18/04/10 04:20:22,186] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:20:22
[18/04/10 04:20:22,186] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:21:22,314] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:21:22
[18/04/10 04:21:22,314] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:21:22
[18/04/10 04:21:22,314] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:21:22
[18/04/10 04:21:22,314] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:22:22,219] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:22:22
[18/04/10 04:22:22,220] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:22:22
[18/04/10 04:22:22,221] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:22:22
[18/04/10 04:22:22,221] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:23:12,903] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1200000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@7fe1a4fe
[18/04/10 04:23:22,139] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:23:22
[18/04/10 04:23:22,140] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:23:22
[18/04/10 04:23:22,140] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:23:22
[18/04/10 04:23:22,140] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:24:22,238] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:24:22
[18/04/10 04:24:22,238] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:24:22
[18/04/10 04:24:22,239] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:24:22
[18/04/10 04:24:22,239] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:25:00,514] [INFO] ScheduleBossSkillstart.execute --> 开始 回血------------------execute
[18/04/10 04:25:00,514] [INFO] WorldBossNewService.bossBloodReturning --> 回血 执行中 ------------------execute:com.gameserver.worldboss.pojo.Boss@7815df24
[18/04/10 04:25:00,514] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:26:00 CST 2018 scheduleEnum:世界boss的 boss 在 skillstart 技能开启后 多长时间  回一次血 的结束时间 schedule:com.gameserver.worldboss.schedule.ScheduleBossAirRollEnd@412707a8
[18/04/10 04:25:00,514] [INFO] ScheduleBossSkillstart.execute --> ++++++游戏-技能 --- 下一次 --- 时间设置通知时间 设置：2018-04-10 04:30:00
[18/04/10 04:25:00,514] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:30:00 CST 2018 scheduleEnum:世界boss的 boss 开启后，多长时间 开启技能 schedule:com.gameserver.worldboss.schedule.ScheduleBossSkillstart@554d180d
[18/04/10 04:25:22,183] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:25:22
[18/04/10 04:25:22,185] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:25:22
[18/04/10 04:25:22,185] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:25:22
[18/04/10 04:25:22,186] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:26:22,292] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:26:22
[18/04/10 04:26:22,293] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:26:22
[18/04/10 04:26:22,293] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:26:22
[18/04/10 04:26:22,293] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:27:22,205] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:27:22
[18/04/10 04:27:22,205] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:27:22
[18/04/10 04:27:22,205] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:27:22
[18/04/10 04:27:22,205] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:28:22,141] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:28:22
[18/04/10 04:28:22,142] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:28:22
[18/04/10 04:28:22,142] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:28:22
[18/04/10 04:28:22,142] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:29:22,242] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:29:22
[18/04/10 04:29:22,242] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:29:22
[18/04/10 04:29:22,243] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:29:22
[18/04/10 04:29:22,243] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:30:00,495] [INFO] ScheduleBossSkillstart.execute --> 开始 回血------------------execute
[18/04/10 04:30:00,495] [INFO] WorldBossNewService.bossBloodReturning --> 回血 执行中 ------------------execute:com.gameserver.worldboss.pojo.Boss@7815df24
[18/04/10 04:30:00,495] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:31:00 CST 2018 scheduleEnum:世界boss的 boss 在 skillstart 技能开启后 多长时间  回一次血 的结束时间 schedule:com.gameserver.worldboss.schedule.ScheduleBossAirRollEnd@3abffedd
[18/04/10 04:30:00,495] [INFO] ScheduleBossSkillstart.execute --> ++++++游戏-技能 --- 下一次 --- 时间设置通知时间 设置：2018-04-10 04:35:00
[18/04/10 04:30:00,495] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:35:00 CST 2018 scheduleEnum:世界boss的 boss 开启后，多长时间 开启技能 schedule:com.gameserver.worldboss.schedule.ScheduleBossSkillstart@488b7b20
[18/04/10 04:30:12,918] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1080000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@31682fde
[18/04/10 04:30:22,162] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:30:22
[18/04/10 04:30:22,162] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:30:22
[18/04/10 04:30:22,163] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:30:22
[18/04/10 04:30:22,163] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:31:22,308] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:31:22
[18/04/10 04:31:22,308] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:31:22
[18/04/10 04:31:22,308] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:31:22
[18/04/10 04:31:22,308] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:32:22,224] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:32:22
[18/04/10 04:32:22,225] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:32:22
[18/04/10 04:32:22,226] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:32:22
[18/04/10 04:32:22,226] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:33:12,918] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:900000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@cd8c48e
[18/04/10 04:33:22,166] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:33:22
[18/04/10 04:33:22,167] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:33:22
[18/04/10 04:33:22,167] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:33:22
[18/04/10 04:33:22,167] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:34:22,275] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:34:22
[18/04/10 04:34:22,275] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:34:22
[18/04/10 04:34:22,275] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:34:22
[18/04/10 04:34:22,275] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:35:00,544] [INFO] ScheduleBossSkillstart.execute --> 开始 回血------------------execute
[18/04/10 04:35:00,544] [INFO] WorldBossNewService.bossBloodReturning --> 回血 执行中 ------------------execute:com.gameserver.worldboss.pojo.Boss@7815df24
[18/04/10 04:35:00,544] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:36:00 CST 2018 scheduleEnum:世界boss的 boss 在 skillstart 技能开启后 多长时间  回一次血 的结束时间 schedule:com.gameserver.worldboss.schedule.ScheduleBossAirRollEnd@49d48ade
[18/04/10 04:35:00,544] [INFO] ScheduleBossSkillstart.execute --> ++++++游戏-技能 --- 下一次 --- 时间设置通知时间 设置：2018-04-10 04:40:00
[18/04/10 04:35:00,545] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:40:00 CST 2018 scheduleEnum:世界boss的 boss 开启后，多长时间 开启技能 schedule:com.gameserver.worldboss.schedule.ScheduleBossSkillstart@5a95babf
[18/04/10 04:35:12,965] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:900000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@2a7368ec
[18/04/10 04:35:22,196] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:35:22
[18/04/10 04:35:22,197] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:35:22
[18/04/10 04:35:22,197] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:35:22
[18/04/10 04:35:22,197] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:36:22,328] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:36:22
[18/04/10 04:36:22,328] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:36:22
[18/04/10 04:36:22,328] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:36:22
[18/04/10 04:36:22,328] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:36:36,573] [DEBUG] AbstractDataUpdater.update --> [#GS.DataUpdater.update] [Update Time:1ms]
[18/04/10 04:37:22,247] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:37:22
[18/04/10 04:37:22,247] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:37:22
[18/04/10 04:37:22,247] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:37:22
[18/04/10 04:37:22,247] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:38:12,938] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1200000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@60c52598
[18/04/10 04:38:12,938] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1200000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@d2ad124
[18/04/10 04:38:22,170] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:38:22
[18/04/10 04:38:22,171] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:38:22
[18/04/10 04:38:22,171] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:38:22
[18/04/10 04:38:22,171] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:39:12,874] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:900000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@7a1dd27c
[18/04/10 04:39:22,292] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:39:22
[18/04/10 04:39:22,292] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:39:22
[18/04/10 04:39:22,292] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:39:22
[18/04/10 04:39:22,292] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:40:00,563] [INFO] ScheduleBossSkillstart.execute --> 开始 回血------------------execute
[18/04/10 04:40:00,563] [INFO] WorldBossNewService.bossBloodReturning --> 回血 执行中 ------------------execute:com.gameserver.worldboss.pojo.Boss@7815df24
[18/04/10 04:40:00,563] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:41:00 CST 2018 scheduleEnum:世界boss的 boss 在 skillstart 技能开启后 多长时间  回一次血 的结束时间 schedule:com.gameserver.worldboss.schedule.ScheduleBossAirRollEnd@4b98e1db
[18/04/10 04:40:00,563] [INFO] ScheduleBossSkillstart.execute --> ++++++游戏-技能 --- 下一次 --- 时间设置通知时间 设置：2018-04-10 04:45:00
[18/04/10 04:40:00,563] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:45:00 CST 2018 scheduleEnum:世界boss的 boss 开启后，多长时间 开启技能 schedule:com.gameserver.worldboss.schedule.ScheduleBossSkillstart@238f4d5
[18/04/10 04:40:22,221] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:40:22
[18/04/10 04:40:22,221] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:40:22
[18/04/10 04:40:22,221] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:40:22
[18/04/10 04:40:22,221] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:41:22,317] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:41:22
[18/04/10 04:41:22,318] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:41:22
[18/04/10 04:41:22,318] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:41:22
[18/04/10 04:41:22,318] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:42:22,284] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:42:22
[18/04/10 04:42:22,285] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:42:22
[18/04/10 04:42:22,285] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:42:22
[18/04/10 04:42:22,285] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:43:12,977] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1200000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@59c0b647
[18/04/10 04:43:22,199] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:43:22
[18/04/10 04:43:22,199] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:43:22
[18/04/10 04:43:22,199] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:43:22
[18/04/10 04:43:22,199] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:44:22,305] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:44:22
[18/04/10 04:44:22,306] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:44:22
[18/04/10 04:44:22,306] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:44:22
[18/04/10 04:44:22,306] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:45:00,580] [INFO] ScheduleBossSkillstart.execute --> 开始 回血------------------execute
[18/04/10 04:45:00,580] [INFO] WorldBossNewService.bossBloodReturning --> 回血 执行中 ------------------execute:com.gameserver.worldboss.pojo.Boss@7815df24
[18/04/10 04:45:00,580] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:46:00 CST 2018 scheduleEnum:世界boss的 boss 在 skillstart 技能开启后 多长时间  回一次血 的结束时间 schedule:com.gameserver.worldboss.schedule.ScheduleBossAirRollEnd@4dda1131
[18/04/10 04:45:00,580] [INFO] ScheduleBossSkillstart.execute --> ++++++游戏-技能 --- 下一次 --- 时间设置通知时间 设置：2018-04-10 04:50:00
[18/04/10 04:45:00,580] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:50:00 CST 2018 scheduleEnum:世界boss的 boss 开启后，多长时间 开启技能 schedule:com.gameserver.worldboss.schedule.ScheduleBossSkillstart@4140b768
[18/04/10 04:45:22,240] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:45:22
[18/04/10 04:45:22,240] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:45:22
[18/04/10 04:45:22,240] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:45:22
[18/04/10 04:45:22,240] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:46:22,143] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:46:22
[18/04/10 04:46:22,144] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:46:22
[18/04/10 04:46:22,144] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:46:22
[18/04/10 04:46:22,144] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:47:22,293] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:47:22
[18/04/10 04:47:22,294] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:47:22
[18/04/10 04:47:22,294] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:47:22
[18/04/10 04:47:22,294] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:48:22,237] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:48:22
[18/04/10 04:48:22,239] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:48:22
[18/04/10 04:48:22,240] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:48:22
[18/04/10 04:48:22,240] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:49:22,338] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:49:22
[18/04/10 04:49:22,338] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:49:22
[18/04/10 04:49:22,338] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:49:22
[18/04/10 04:49:22,338] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:50:00,598] [INFO] ScheduleBossSkillstart.execute --> 开始 回血------------------execute
[18/04/10 04:50:00,598] [INFO] WorldBossNewService.bossBloodReturning --> 回血 执行中 ------------------execute:com.gameserver.worldboss.pojo.Boss@7815df24
[18/04/10 04:50:00,598] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:51:00 CST 2018 scheduleEnum:世界boss的 boss 在 skillstart 技能开启后 多长时间  回一次血 的结束时间 schedule:com.gameserver.worldboss.schedule.ScheduleBossAirRollEnd@49b7dc9
[18/04/10 04:50:00,598] [INFO] ScheduleBossSkillstart.execute --> ++++++游戏-技能 --- 下一次 --- 时间设置通知时间 设置：2018-04-10 04:55:00
[18/04/10 04:50:00,598] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:55:00 CST 2018 scheduleEnum:世界boss的 boss 开启后，多长时间 开启技能 schedule:com.gameserver.worldboss.schedule.ScheduleBossSkillstart@58358193
[18/04/10 04:50:22,236] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:50:22
[18/04/10 04:50:22,236] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:50:22
[18/04/10 04:50:22,236] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:50:22
[18/04/10 04:50:22,236] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:51:12,926] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:900000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@45fb503d
[18/04/10 04:51:22,337] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:51:22
[18/04/10 04:51:22,338] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:51:22
[18/04/10 04:51:22,338] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:51:22
[18/04/10 04:51:22,338] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:52:22,257] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:52:22
[18/04/10 04:52:22,258] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:52:22
[18/04/10 04:52:22,258] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:52:22
[18/04/10 04:52:22,258] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:53:22,153] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:53:22
[18/04/10 04:53:22,154] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:53:22
[18/04/10 04:53:22,154] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:53:22
[18/04/10 04:53:22,154] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:54:22,271] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:54:22
[18/04/10 04:54:22,271] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:54:22
[18/04/10 04:54:22,271] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:54:22
[18/04/10 04:54:22,271] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:55:00,549] [INFO] ScheduleBossSkillstart.execute --> 开始 回血------------------execute
[18/04/10 04:55:00,549] [INFO] WorldBossNewService.bossBloodReturning --> 回血 执行中 ------------------execute:com.gameserver.worldboss.pojo.Boss@7815df24
[18/04/10 04:55:00,549] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 04:56:00 CST 2018 scheduleEnum:世界boss的 boss 在 skillstart 技能开启后 多长时间  回一次血 的结束时间 schedule:com.gameserver.worldboss.schedule.ScheduleBossAirRollEnd@144541d
[18/04/10 04:55:00,549] [INFO] ScheduleBossSkillstart.execute --> ++++++游戏-技能 --- 下一次 --- 时间设置通知时间 设置：2018-04-10 05:00:00
[18/04/10 04:55:00,550] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce date:Tue Apr 10 05:00:00 CST 2018 scheduleEnum:世界boss的 boss 开启后，多长时间 开启技能 schedule:com.gameserver.worldboss.schedule.ScheduleBossSkillstart@5eee14c9
[18/04/10 04:55:22,193] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:55:22
[18/04/10 04:55:22,193] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:55:22
[18/04/10 04:55:22,193] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:55:22
[18/04/10 04:55:22,193] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:56:22,144] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:56:22
[18/04/10 04:56:22,145] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:56:22
[18/04/10 04:56:22,145] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:56:22
[18/04/10 04:56:22,145] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:57:12,847] [INFO] LLScheduleServiceImpl.scheduleOnce --> scheduleOnce delay:1200000 scheduleEnum:老虎机竞赛等待时间 schedule:com.gameserver.slot.TournamentStartSng@2aa32f9e
[18/04/10 04:57:22,282] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:57:22
[18/04/10 04:57:22,282] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:57:22
[18/04/10 04:57:22,282] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:57:22
[18/04/10 04:57:22,282] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:58:22,188] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:58:22
[18/04/10 04:58:22,188] [INFO] ScheduleLastNetTime.execute --> ======>start sendLastNetTime time is:2018-04-10 04:58:22
[18/04/10 04:58:22,188] [DEBUG] ScheduleNotice.execute --> ======>start notice time is:2018-04-10 04:58:22
[18/04/10 04:58:22,188] [INFO] NoticeService.checkNotices --> 遍历所有公告
[18/04/10 04:59:22,331] [DEBUG] ScheduleHeartBeatServer.execute --> ======>start HeartBeatServer time is:2018-04-10 04:59:22
